qualified_third_groups,match_id,third_group
A-B-D-F-G-H-I-K,M77,F
A-B-D-F-G-H-I-K,M79,H
A-B-D-F-G-H-I-K,M80,K
A-B-D-F-G-H-I-K,M81,B
A-B-D-F-G-H-I-K,M82,A
A-B-D-F-G-H-I-K,M85,G
A-B-D-F-G-H-I-K,M87,I
A-B-D-F-G-H-I-J,M74,D
A-B-D-F-G-H-I-J,M77,F
A-B-D-F-G-H-I-J,M79,H
A-B-D-F-G-H-I-J,M80,J
A-B-D-F-G-H-I-J,M81,B
A-B-D-F-G-H-I-J,M82,A
A-B-D-F-G-H-I-J,M85,G
A-B-D-F-G-H-I-J,M87,I
A-B-D-E-I-J-K-L,M74,A
A-B-D-E-I-J-K-L,M77,D
A-B-D-E-I-J-K-L,M79,E
A-B-D-E-I-J-K-L,M80,K
A-B-D-E-I-J-K-L,M81,B
A-B-D-E-I-J-K-L,M82,I
A-B-D-E-I-J-K-L,M85,J
A-B-D-E-I-J-K-L,M87,L
A-B-D-E-H-J-K-L,M74,D
A-B-D-E-H-J-K-L,M77,H
A-B-D-E-H-J-K-L,M79,E
A-B-D-E-H-J-K-L,M80,K
A-B-D-E-H-J-K-L,M81,B
A-B-D-E-H-J-K-L,M82,A
A-B-D-E-H-J-K-L,M85,J
A-B-D-E-H-J-K-L,M87,L
A-B-D-E-H-I-K-L,M74,D
A-B-D-E-H-I-K-L,M77,H
A-B-D-E-H-I-K-L,M79,E
A-B-D-E-H-I-K-L,M80,K
A-B-D-E-H-I-K-L,M81,B
A-B-D-E-H-I-K-L,M82,A
A-B-D-E-H-I-K-L,M85,I
A-B-D-E-H-I-K-L,M87,L
A-B-D-E-H-I-J-L,M74,D
A-B-D-E-H-I-J-L,M77,H
A-B-D-E-H-I-J-L,M79,E
A-B-D-E-H-I-J-L,M80,I
A-B-D-E-H-I-J-L,M81,B
A-B-D-E-H-I-J-L,M82,A
A-B-D-E-H-I-J-L,M85,J
A-B-D-E-H-I-J-L,M87,L
A-B-D-E-H-I-J-K,M74,D
A-B-D-E-H-I-J-K,M77,H
A-B-D-E-H-I-J-K,M79,E
A-B-D-E-H-I-J-K,M80,K
A-B-D-E-H-I-J-K,M81,B
A-B-D-E-H-I-J-K,M82,A
A-B-D-E-H-I-J-K,M85,J
A-B-D-E-H-I-J-K,M87,I
A-B-D-E-G-J-K-L,M74,D
A-B-D-E-G-J-K-L,M77,G
A-B-D-E-G-J-K-L,M79,E
A-B-D-E-G-J-K-L,M80,K
A-B-D-E-G-J-K-L,M81,B
A-B-D-E-G-J-K-L,M82,A
A-B-D-E-G-J-K-L,M85,J
A-B-D-E-G-J-K-L,M87,L
A-B-D-E-G-I-K-L,M74,A
A-B-D-E-G-I-K-L,M77,D
A-B-D-E-G-I-K-L,M79,E
A-B-D-E-G-I-K-L,M80,K
A-B-D-E-G-I-K-L,M81,B
A-B-D-E-G-I-K-L,M82,I
A-B-D-E-G-I-K-L,M85,G
A-B-D-E-G-I-K-L,M87,L
A-B-D-E-G-I-J-L,M74,D
A-B-D-E-G-I-J-L,M77,G
A-B-D-E-G-I-J-L,M79,E
A-B-D-E-G-I-J-L,M80,I
A-B-D-E-G-I-J-L,M81,B
A-B-D-E-G-I-J-L,M82,A
A-B-D-E-G-I-J-L,M85,J
A-B-D-E-G-I-J-L,M87,L
A-B-D-E-G-I-J-K,M74,D
A-B-D-E-G-I-J-K,M77,G
A-B-D-E-G-I-J-K,M79,E
A-B-D-E-G-I-J-K,M80,K
A-B-D-E-G-I-J-K,M81,B
A-B-D-E-G-I-J-K,M82,A
A-B-D-E-G-I-J-K,M85,J
A-B-D-E-G-I-J-K,M87,I
A-B-D-E-G-H-K-L,M74,D
A-B-D-E-G-H-K-L,M77,H
A-B-D-E-G-H-K-L,M79,E
A-B-D-E-G-H-K-L,M80,K
A-B-D-E-G-H-K-L,M81,B
A-B-D-E-G-H-K-L,M82,A
A-B-D-E-G-H-K-L,M85,G
A-B-D-E-G-H-K-L,M87,L
A-B-D-E-G-H-J-L,M74,D
A-B-D-E-G-H-J-L,M77,G
A-B-D-E-G-H-J-L,M79,H
A-B-D-E-G-H-J-L,M80,E
A-B-D-E-G-H-J-L,M81,B
A-B-D-E-G-H-J-L,M82,A
A-B-D-E-G-H-J-L,M85,J
A-B-D-E-G-H-J-L,M87,L
A-B-D-E-G-H-J-K,M74,D
A-B-D-E-G-H-J-K,M77,G
A-B-D-E-G-H-J-K,M79,H
A-B-D-E-G-H-J-K,M80,K
A-B-D-E-G-H-J-K,M81,B
A-B-D-E-G-H-J-K,M82,A
A-B-D-E-G-H-J-K,M85,J
A-B-D-E-G-H-J-K,M87,E
A-B-D-E-G-H-I-L,M74,D
A-B-D-E-G-H-I-L,M77,H
A-B-D-E-G-H-I-L,M79,E
A-B-D-E-G-H-I-L,M80,I
A-B-D-E-G-H-I-L,M81,B
A-B-D-E-G-H-I-L,M82,A
A-B-D-E-G-H-I-L,M85,G
A-B-D-E-G-H-I-L,M87,L
A-B-D-E-G-H-I-K,M74,D
A-B-D-E-G-H-I-K,M77,H
A-B-D-E-G-H-I-K,M79,E
A-B-D-E-G-H-I-K,M80,K
A-B-D-E-G-H-I-K,M81,B
A-B-D-E-G-H-I-K,M82,A
A-B-D-E-G-H-I-K,M85,G
A-B-D-E-G-H-I-K,M87,I
A-B-D-E-G-H-I-J,M74,D
A-B-D-E-G-H-I-J,M77,G
A-B-D-E-G-H-I-J,M79,H
A-B-D-E-G-H-I-J,M80,I
A-B-D-E-G-H-I-J,M81,B
A-B-D-E-G-H-I-J,M82,A
A-B-D-E-G-H-I-J,M85,J
A-B-D-E-G-H-I-J,M87,E
A-B-D-E-F-J-K-L,M74,D
A-B-D-E-F-J-K-L,M77,F
A-B-D-E-F-J-K-L,M79,E
A-B-D-E-F-J-K-L,M80,K
A-B-D-E-F-J-K-L,M81,B
A-B-D-E-F-J-K-L,M82,A
A-B-D-E-F-J-K-L,M85,J
A-B-D-E-F-J-K-L,M87,L
A-B-D-E-F-I-K-L,M74,D
A-B-D-E-F-I-K-L,M77,F
A-B-D-E-F-I-K-L,M79,E
A-B-D-E-F-I-K-L,M80,K
A-B-D-E-F-I-K-L,M81,B
A-B-D-E-F-I-K-L,M82,A
A-B-D-E-F-I-K-L,M85,I
A-B-D-E-F-I-K-L,M87,L
A-B-D-E-F-I-J-L,M74,D
A-B-D-E-F-I-J-L,M77,F
A-B-D-E-F-I-J-L,M79,E
A-B-D-E-F-I-J-L,M80,I
A-B-D-E-F-I-J-L,M81,B
A-B-D-E-F-I-J-L,M82,A
A-B-D-E-F-I-J-L,M85,J
A-B-D-E-F-I-J-L,M87,L
A-B-D-E-F-I-J-K,M74,D
A-B-D-E-F-I-J-K,M77,F
A-B-D-E-F-I-J-K,M79,E
A-B-D-E-F-I-J-K,M80,K
A-B-D-E-F-I-J-K,M81,B
A-B-D-E-F-I-J-K,M82,A
A-B-D-E-F-I-J-K,M85,J
A-B-D-E-F-I-J-K,M87,I
A-B-D-E-F-H-K-L,M74,D
A-B-D-E-F-H-K-L,M77,F
A-B-D-E-F-H-K-L,M79,H
A-B-D-E-F-H-K-L,M80,K
A-B-D-E-F-H-K-L,M81,B
A-B-D-E-F-H-K-L,M82,A
A-B-D-E-F-H-K-L,M85,E
A-B-D-E-F-H-K-L,M87,L
A-B-D-E-F-H-J-L,M74,D
A-B-D-E-F-H-J-L,M77,F
A-B-D-E-F-H-J-L,M79,H
A-B-D-E-F-H-J-L,M80,E
A-B-D-E-F-H-J-L,M81,B
A-B-D-E-F-H-J-L,M82,A
A-B-D-E-F-H-J-L,M85,J
A-B-D-E-F-H-J-L,M87,L
A-B-D-E-F-H-J-K,M74,D
A-B-D-E-F-H-J-K,M77,F
A-B-D-E-F-H-J-K,M79,H
A-B-D-E-F-H-J-K,M80,K
A-B-D-E-F-H-J-K,M81,B
A-B-D-E-F-H-J-K,M82,A
A-B-D-E-F-H-J-K,M85,J
A-B-D-E-F-H-J-K,M87,E
A-B-D-E-F-H-I-L,M74,D
A-B-D-E-F-H-I-L,M77,F
A-B-D-E-F-H-I-L,M79,H
A-B-D-E-F-H-I-L,M80,I
A-B-D-E-F-H-I-L,M81,B
A-B-D-E-F-H-I-L,M82,A
A-B-D-E-F-H-I-L,M85,E
A-B-D-E-F-H-I-L,M87,L
A-B-D-E-F-H-I-K,M74,D
A-B-D-E-F-H-I-K,M77,F
A-B-D-E-F-H-I-K,M79,H
A-B-D-E-F-H-I-K,M80,K
A-B-D-E-F-H-I-K,M81,B
A-B-D-E-F-H-I-K,M82,A
A-B-D-E-F-H-I-K,M85,E
A-B-D-E-F-H-I-K,M87,I
A-B-D-E-F-H-I-J,M74,D
A-B-D-E-F-H-I-J,M77,F
A-B-D-E-F-H-I-J,M79,H
A-B-D-E-F-H-I-J,M80,I
A-B-D-E-F-H-I-J,M81,B
A-B-D-E-F-H-I-J,M82,A
A-B-D-E-F-H-I-J,M85,J
A-B-D-E-F-H-I-J,M87,E
A-B-D-E-F-G-K-L,M74,D
A-B-D-E-F-G-K-L,M77,F
A-B-D-E-F-G-K-L,M79,E
A-B-D-E-F-G-K-L,M80,K
A-B-D-E-F-G-K-L,M81,B
A-B-D-E-F-G-K-L,M82,A
A-B-D-E-F-G-K-L,M85,G
A-B-D-E-F-G-K-L,M87,L
A-B-D-E-F-G-J-L,M74,D
A-B-D-E-F-G-J-L,M77,F
A-B-D-E-F-G-J-L,M79,E
A-B-D-E-F-G-J-L,M80,J
A-B-D-E-F-G-J-L,M81,B
A-B-D-E-F-G-J-L,M82,A
A-B-D-E-F-G-J-L,M85,G
A-B-D-E-F-G-J-L,M87,L
A-B-D-E-F-G-J-K,M74,D
A-B-D-E-F-G-J-K,M77,F
A-B-D-E-F-G-J-K,M79,E
A-B-D-E-F-G-J-K,M80,K
A-B-D-E-F-G-J-K,M81,B
A-B-D-E-F-G-J-K,M82,A
A-B-D-E-F-G-J-K,M85,G
A-B-D-E-F-G-J-K,M87,J
A-B-D-E-F-G-I-L,M74,D
A-B-D-E-F-G-I-L,M77,F
A-B-D-E-F-G-I-L,M79,E
A-B-D-E-F-G-I-L,M80,I
A-B-D-E-F-G-I-L,M81,B
A-B-D-E-F-G-I-L,M82,A
A-B-D-E-F-G-I-L,M85,G
A-B-D-E-F-G-I-L,M87,L
A-B-D-E-F-G-I-K,M74,D
A-B-D-E-F-G-I-K,M77,F
A-B-D-E-F-G-I-K,M79,E
A-B-D-E-F-G-I-K,M80,K
A-B-D-E-F-G-I-K,M81,B
A-B-D-E-F-G-I-K,M82,A
A-B-D-E-F-G-I-K,M85,G
A-B-D-E-F-G-I-K,M87,I
A-B-D-E-F-G-I-J,M74,D
A-B-D-E-F-G-I-J,M77,F
A-B-D-E-F-G-I-J,M79,E
A-B-D-E-F-G-I-J,M80,J
A-B-D-E-F-G-I-J,M81,B
A-B-D-E-F-G-I-J,M82,A
A-B-D-E-F-G-I-J,M85,G
A-B-D-E-F-G-I-J,M87,I
A-B-D-E-F-G-H-L,M74,D
A-B-D-E-F-G-H-L,M77,F
A-B-D-E-F-G-H-L,M79,H
A-B-D-E-F-G-H-L,M80,E
A-B-D-E-F-G-H-L,M81,B
A-B-D-E-F-G-H-L,M82,A
A-B-D-E-F-G-H-L,M85,G
A-B-D-E-F-G-H-L,M87,L
A-B-D-E-F-G-H-K,M74,D
A-B-D-E-F-G-H-K,M77,F
A-B-D-E-F-G-H-K,M79,H
A-B-D-E-F-G-H-K,M80,K
A-B-D-E-F-G-H-K,M81,B
A-B-D-E-F-G-H-K,M82,A
A-B-D-E-F-G-H-K,M85,G
A-B-D-E-F-G-H-K,M87,E
A-B-D-E-F-G-H-J,M74,D
A-B-D-E-F-G-H-J,M77,F
A-B-D-E-F-G-H-J,M79,H
A-B-D-E-F-G-H-J,M80,J
A-B-D-E-F-G-H-J,M81,B
A-B-D-E-F-G-H-J,M82,A
A-B-D-E-F-G-H-J,M85,G
A-B-D-E-F-G-H-J,M87,E
A-B-D-E-F-G-H-I,M74,D
A-B-D-E-F-G-H-I,M77,F
A-B-D-E-F-G-H-I,M79,H
A-B-D-E-F-G-H-I,M80,I
A-B-D-E-F-G-H-I,M81,B
A-B-D-E-F-G-H-I,M82,A
A-B-D-E-F-G-H-I,M85,G
A-B-D-E-F-G-H-I,M87,E
A-B-C-H-I-J-K-L,M74,C
A-B-C-H-I-J-K-L,M77,H
A-B-C-H-I-J-K-L,M79,I
A-B-C-H-I-J-K-L,M80,K
A-B-C-H-I-J-K-L,M81,B
A-B-C-H-I-J-K-L,M82,A
A-B-C-H-I-J-K-L,M85,J
A-B-C-H-I-J-K-L,M87,L
A-B-C-G-I-J-K-L,M74,C
A-B-C-G-I-J-K-L,M77,G
A-B-C-G-I-J-K-L,M79,I
A-B-C-G-I-J-K-L,M80,K
A-B-C-G-I-J-K-L,M81,B
A-B-C-G-I-J-K-L,M82,A
A-B-C-G-I-J-K-L,M85,J
A-B-C-G-I-J-K-L,M87,L
A-B-C-G-H-J-K-L,M74,C
A-B-C-G-H-J-K-L,M77,G
A-B-C-G-H-J-K-L,M79,H
A-B-C-G-H-J-K-L,M80,K
A-B-C-G-H-J-K-L,M81,B
A-B-C-G-H-J-K-L,M82,A
A-B-C-G-H-J-K-L,M85,J
A-B-C-G-H-J-K-L,M87,L
A-B-C-G-H-I-K-L,M74,C
A-B-C-G-H-I-K-L,M77,H
A-B-C-G-H-I-K-L,M79,I
A-B-C-G-H-I-K-L,M80,K
A-B-C-G-H-I-K-L,M81,B
A-B-C-G-H-I-K-L,M82,A
A-B-C-G-H-I-K-L,M85,G
A-B-C-G-H-I-K-L,M87,L
A-B-C-G-H-I-J-L,M74,C
A-B-C-G-H-I-J-L,M77,G
A-B-C-G-H-I-J-L,M79,H
A-B-C-G-H-I-J-L,M80,I
A-B-C-G-H-I-J-L,M81,B
A-B-C-G-H-I-J-L,M82,A
A-B-C-G-H-I-J-L,M85,J
A-B-C-G-H-I-J-L,M87,L
A-B-C-G-H-I-J-K,M74,C
A-B-C-G-H-I-J-K,M77,G
A-B-C-G-H-I-J-K,M79,H
A-B-C-G-H-I-J-K,M80,K
A-B-C-G-H-I-J-K,M81,B
A-B-C-G-H-I-J-K,M82,A
A-B-C-G-H-I-J-K,M85,J
A-B-C-G-H-I-J-K,M87,I
A-B-C-F-I-J-K-L,M74,C
A-B-C-F-I-J-K-L,M77,F
A-B-C-F-I-J-K-L,M79,I
A-B-C-F-I-J-K-L,M80,K
A-B-C-F-I-J-K-L,M81,B
A-B-C-F-I-J-K-L,M82,A
A-B-C-F-I-J-K-L,M85,J
A-B-C-F-I-J-K-L,M87,L
A-B-C-F-H-J-K-L,M74,C
A-B-C-F-H-J-K-L,M77,F
A-B-C-F-H-J-K-L,M79,H
A-B-C-F-H-J-K-L,M80,K
A-B-C-F-H-J-K-L,M81,B
A-B-C-F-H-J-K-L,M82,A
A-B-C-F-H-J-K-L,M85,J
A-B-C-F-H-J-K-L,M87,L
A-B-C-F-H-I-K-L,M74,C
A-B-C-F-H-I-K-L,M77,F
A-B-C-F-H-I-K-L,M79,H
A-B-C-F-H-I-K-L,M80,K
A-B-C-F-H-I-K-L,M81,B
A-B-C-F-H-I-K-L,M82,A
A-B-C-F-H-I-K-L,M85,I
A-B-C-F-H-I-K-L,M87,L
A-B-C-F-H-I-J-L,M74,C
A-B-C-F-H-I-J-L,M77,F
A-B-C-F-H-I-J-L,M79,H
A-B-C-F-H-I-J-L,M80,I
A-B-C-F-H-I-J-L,M81,B
A-B-C-F-H-I-J-L,M82,A
A-B-C-F-H-I-J-L,M85,J
A-B-C-F-H-I-J-L,M87,L
A-B-C-F-H-I-J-K,M74,C
A-B-C-F-H-I-J-K,M77,F
A-B-C-F-H-I-J-K,M79,H
A-B-C-F-H-I-J-K,M80,K
A-B-C-F-H-I-J-K,M81,B
A-B-C-F-H-I-J-K,M82,A
A-B-C-F-H-I-J-K,M85,J
A-B-C-F-H-I-J-K,M87,I
A-B-C-F-G-J-K-L,M74,F
A-B-C-F-G-J-K-L,M77,G
A-B-C-F-G-J-K-L,M79,C
A-B-C-F-G-J-K-L,M80,K
A-B-C-F-G-J-K-L,M81,B
A-B-C-F-G-J-K-L,M82,A
A-B-C-F-G-J-K-L,M85,J
A-B-C-F-G-J-K-L,M87,L
A-B-C-F-G-I-K-L,M74,C
A-B-C-F-G-I-K-L,M77,F
A-B-C-F-G-I-K-L,M79,I
A-B-C-F-G-I-K-L,M80,K
A-B-C-F-G-I-K-L,M81,B
A-B-C-F-G-I-K-L,M82,A
A-B-C-F-G-I-K-L,M85,G
A-B-C-F-G-I-K-L,M87,L
A-B-C-F-G-I-J-L,M74,F
A-B-C-F-G-I-J-L,M77,G
A-B-C-F-G-I-J-L,M79,C
A-B-C-F-G-I-J-L,M80,I
A-B-C-F-G-I-J-L,M81,B
A-B-C-F-G-I-J-L,M82,A
A-B-C-F-G-I-J-L,M85,J
A-B-C-F-G-I-J-L,M87,L
A-B-C-F-G-I-J-K,M74,F
A-B-C-F-G-I-J-K,M77,G
A-B-C-F-G-I-J-K,M79,C
A-B-C-F-G-I-J-K,M80,K
A-B-C-F-G-I-J-K,M81,B
A-B-C-F-G-I-J-K,M82,A
A-B-C-F-G-I-J-K,M85,J
A-B-C-F-G-I-J-K,M87,I
A-B-C-F-G-H-K-L,M74,C
A-B-C-F-G-H-K-L,M77,F
A-B-C-F-G-H-K-L,M79,H
A-B-C-F-G-H-K-L,M80,K
A-B-C-F-G-H-K-L,M81,B
A-B-C-F-G-H-K-L,M82,A
A-B-C-F-G-H-K-L,M85,G
A-B-C-F-G-H-K-L,M87,L
A-B-C-F-G-H-J-L,M74,C
A-B-C-F-G-H-J-L,M77,F
A-B-C-F-G-H-J-L,M79,H
A-B-C-F-G-H-J-L,M80,J
A-B-C-F-G-H-J-L,M81,B
A-B-C-F-G-H-J-L,M82,A
A-B-C-F-G-H-J-L,M85,G
A-B-C-F-G-H-J-L,M87,L
A-B-C-F-G-H-J-K,M74,C
A-B-C-F-G-H-J-K,M77,F
A-B-C-F-G-H-J-K,M79,H
A-B-C-F-G-H-J-K,M80,K
A-B-C-F-G-H-J-K,M81,B
A-B-C-F-G-H-J-K,M82,A
A-B-C-F-G-H-J-K,M85,G
A-B-C-F-G-H-J-K,M87,J
A-B-C-F-G-H-I-L,M74,C
A-B-C-F-G-H-I-L,M77,F
A-B-C-F-G-H-I-L,M79,H
A-B-C-F-G-H-I-L,M80,I
A-B-C-F-G-H-I-L,M81,B
A-B-C-F-G-H-I-L,M82,A
A-B-C-F-G-H-I-L,M85,G
A-B-C-F-G-H-I-L,M87,L
A-B-C-F-G-H-I-K,M74,C
A-B-C-F-G-H-I-K,M77,F
A-B-C-F-G-H-I-K,M79,H
A-B-C-F-G-H-I-K,M80,K
A-B-C-F-G-H-I-K,M81,B
A-B-C-F-G-H-I-K,M82,A
A-B-C-F-G-H-I-K,M85,G
A-B-C-F-G-H-I-K,M87,I
A-B-C-F-G-H-I-J,M74,C
A-B-C-F-G-H-I-J,M77,F
A-B-C-F-G-H-I-J,M79,H
A-B-C-F-G-H-I-J,M80,J
A-B-C-F-G-H-I-J,M81,B
A-B-C-F-G-H-I-J,M82,A
A-B-C-F-G-H-I-J,M85,G
A-B-C-F-G-H-I-J,M87,I
A-B-C-E-I-J-K-L,M74,A
A-B-C-E-I-J-K-L,M77,C
A-B-C-E-I-J-K-L,M79,E
A-B-C-E-I-J-K-L,M80,K
A-B-C-E-I-J-K-L,M81,B
A-B-C-E-I-J-K-L,M82,I
A-B-C-E-I-J-K-L,M85,J
A-B-C-E-I-J-K-L,M87,L
A-B-C-E-H-J-K-L,M74,C
A-B-C-E-H-J-K-L,M77,H
A-B-C-E-H-J-K-L,M79,E
A-B-C-E-H-J-K-L,M80,K
A-B-C-E-H-J-K-L,M81,B
A-B-C-E-H-J-K-L,M82,A
A-B-C-E-H-J-K-L,M85,J
A-B-C-E-H-J-K-L,M87,L
A-B-C-E-H-I-K-L,M74,C
A-B-C-E-H-I-K-L,M77,H
A-B-C-E-H-I-K-L,M79,E
A-B-C-E-H-I-K-L,M80,K
A-B-C-E-H-I-K-L,M81,B
A-B-C-E-H-I-K-L,M82,A
A-B-C-E-H-I-K-L,M85,I
A-B-C-E-H-I-K-L,M87,L
A-B-C-E-H-I-J-L,M74,C
A-B-C-E-H-I-J-L,M77,H
A-B-C-E-H-I-J-L,M79,E
A-B-C-E-H-I-J-L,M80,I
A-B-C-E-H-I-J-L,M81,B
A-B-C-E-H-I-J-L,M82,A
A-B-C-E-H-I-J-L,M85,J
A-B-C-E-H-I-J-L,M87,L
A-B-C-E-H-I-J-K,M74,C
A-B-C-E-H-I-J-K,M77,H
A-B-C-E-H-I-J-K,M79,E
A-B-C-E-H-I-J-K,M80,K
A-B-C-E-H-I-J-K,M81,B
A-B-C-E-H-I-J-K,M82,A
A-B-C-E-H-I-J-K,M85,J
A-B-C-E-H-I-J-K,M87,I
A-B-C-E-G-J-K-L,M74,C
A-B-C-E-G-J-K-L,M77,G
A-B-C-E-G-J-K-L,M79,E
A-B-C-E-G-J-K-L,M80,K
A-B-C-E-G-J-K-L,M81,B
A-B-C-E-G-J-K-L,M82,A
A-B-C-E-G-J-K-L,M85,J
A-B-C-E-G-J-K-L,M87,L
A-B-C-E-G-I-K-L,M74,A
A-B-C-E-G-I-K-L,M77,C
A-B-C-E-G-I-K-L,M79,E
A-B-C-E-G-I-K-L,M80,K
A-B-C-E-G-I-K-L,M81,B
A-B-C-E-G-I-K-L,M82,I
A-B-C-E-G-I-K-L,M85,G
A-B-C-E-G-I-K-L,M87,L
A-B-C-E-G-I-J-L,M74,C
A-B-C-E-G-I-J-L,M77,G
A-B-C-E-G-I-J-L,M79,E
A-B-C-E-G-I-J-L,M80,I
A-B-C-E-G-I-J-L,M81,B
A-B-C-E-G-I-J-L,M82,A
A-B-C-E-G-I-J-L,M85,J
A-B-C-E-G-I-J-L,M87,L
A-B-C-E-G-I-J-K,M74,C
A-B-C-E-G-I-J-K,M77,G
A-B-C-E-G-I-J-K,M79,E
A-B-C-E-G-I-J-K,M80,K
A-B-C-E-G-I-J-K,M81,B
A-B-C-E-G-I-J-K,M82,A
A-B-C-E-G-I-J-K,M85,J
A-B-C-E-G-I-J-K,M87,I
A-B-C-E-G-H-K-L,M74,C
A-B-C-E-G-H-K-L,M77,H
A-B-C-E-G-H-K-L,M79,E
A-B-C-E-G-H-K-L,M80,K
A-B-C-E-G-H-K-L,M81,B
A-B-C-E-G-H-K-L,M82,A
A-B-C-E-G-H-K-L,M85,G
A-B-C-E-G-H-K-L,M87,L
A-B-C-E-G-H-J-L,M74,C
A-B-C-E-G-H-J-L,M77,G
A-B-C-E-G-H-J-L,M79,H
A-B-C-E-G-H-J-L,M80,E
A-B-C-E-G-H-J-L,M81,B
A-B-C-E-G-H-J-L,M82,A
A-B-C-E-G-H-J-L,M85,J
A-B-C-E-G-H-J-L,M87,L
A-B-C-E-G-H-J-K,M74,C
A-B-C-E-G-H-J-K,M77,G
A-B-C-E-G-H-J-K,M79,H
A-B-C-E-G-H-J-K,M80,K
A-B-C-E-G-H-J-K,M81,B
A-B-C-E-G-H-J-K,M82,A
A-B-C-E-G-H-J-K,M85,J
A-B-C-E-G-H-J-K,M87,E
A-B-C-E-G-H-I-L,M74,C
A-B-C-E-G-H-I-L,M77,H
A-B-C-E-G-H-I-L,M79,E
A-B-C-E-G-H-I-L,M80,I
A-B-C-E-G-H-I-L,M81,B
A-B-C-E-G-H-I-L,M82,A
A-B-C-E-G-H-I-L,M85,G
A-B-C-E-G-H-I-L,M87,L
A-B-C-E-G-H-I-K,M74,C
A-B-C-E-G-H-I-K,M77,H
A-B-C-E-G-H-I-K,M79,E
A-B-C-E-G-H-I-K,M80,K
A-B-C-E-G-H-I-K,M81,B
A-B-C-E-G-H-I-K,M82,A
A-B-C-E-G-H-I-K,M85,G
A-B-C-E-G-H-I-K,M87,I
A-B-C-E-G-H-I-J,M74,C
A-B-C-E-G-H-I-J,M77,G
A-B-C-E-G-H-I-J,M79,H
A-B-C-E-G-H-I-J,M80,I
A-B-C-E-G-H-I-J,M81,B
A-B-C-E-G-H-I-J,M82,A
A-B-C-E-G-H-I-J,M85,J
A-B-C-E-G-H-I-J,M87,E
A-B-C-E-F-J-K-L,M74,C
A-B-C-E-F-J-K-L,M77,F
A-B-C-E-F-J-K-L,M79,E
A-B-C-E-F-J-K-L,M80,K
A-B-C-E-F-J-K-L,M81,B
A-B-C-E-F-J-K-L,M82,A
A-B-C-E-F-J-K-L,M85,J
A-B-C-E-F-J-K-L,M87,L
A-B-C-E-F-I-K-L,M74,C
A-B-C-E-F-I-K-L,M77,F
A-B-C-E-F-I-K-L,M79,E
A-B-C-E-F-I-K-L,M80,K
A-B-C-E-F-I-K-L,M81,B
A-B-C-E-F-I-K-L,M82,A
A-B-C-E-F-I-K-L,M85,I
A-B-C-E-F-I-K-L,M87,L
A-B-C-E-F-I-J-L,M74,C
A-B-C-E-F-I-J-L,M77,F
A-B-C-E-F-I-J-L,M79,E
A-B-C-E-F-I-J-L,M80,I
A-B-C-E-F-I-J-L,M81,B
A-B-C-E-F-I-J-L,M82,A
A-B-C-E-F-I-J-L,M85,J
A-B-C-E-F-I-J-L,M87,L
A-B-C-E-F-I-J-K,M74,C
A-B-C-E-F-I-J-K,M77,F
A-B-C-E-F-I-J-K,M79,E
A-B-C-E-F-I-J-K,M80,K
A-B-C-E-F-I-J-K,M81,B
A-B-C-E-F-I-J-K,M82,A
A-B-C-E-F-I-J-K,M85,J
A-B-C-E-F-I-J-K,M87,I
A-B-C-E-F-H-K-L,M74,C
A-B-C-E-F-H-K-L,M77,F
A-B-C-E-F-H-K-L,M79,H
A-B-C-E-F-H-K-L,M80,K
A-B-C-E-F-H-K-L,M81,B
A-B-C-E-F-H-K-L,M82,A
A-B-C-E-F-H-K-L,M85,E
A-B-C-E-F-H-K-L,M87,L
A-B-C-E-F-H-J-L,M74,C
A-B-C-E-F-H-J-L,M77,F
A-B-C-E-F-H-J-L,M79,H
A-B-C-E-F-H-J-L,M80,E
A-B-C-E-F-H-J-L,M81,B
A-B-C-E-F-H-J-L,M82,A
A-B-C-E-F-H-J-L,M85,J
A-B-C-E-F-H-J-L,M87,L
A-B-C-E-F-H-J-K,M74,C
A-B-C-E-F-H-J-K,M77,F
A-B-C-E-F-H-J-K,M79,H
A-B-C-E-F-H-J-K,M80,K
A-B-C-E-F-H-J-K,M81,B
A-B-C-E-F-H-J-K,M82,A
A-B-C-E-F-H-J-K,M85,J
A-B-C-E-F-H-J-K,M87,E
A-B-C-E-F-H-I-L,M74,C
A-B-C-E-F-H-I-L,M77,F
A-B-C-E-F-H-I-L,M79,H
A-B-C-E-F-H-I-L,M80,I
A-B-C-E-F-H-I-L,M81,B
A-B-C-E-F-H-I-L,M82,A
A-B-C-E-F-H-I-L,M85,E
A-B-C-E-F-H-I-L,M87,L
A-B-C-E-F-H-I-K,M74,C
A-B-C-E-F-H-I-K,M77,F
A-B-C-E-F-H-I-K,M79,H
A-B-C-E-F-H-I-K,M80,K
A-B-C-E-F-H-I-K,M81,B
A-B-C-E-F-H-I-K,M82,A
A-B-C-E-F-H-I-K,M85,E
A-B-C-E-F-H-I-K,M87,I
A-B-C-E-F-H-I-J,M74,C
A-B-C-E-F-H-I-J,M77,F
A-B-C-E-F-H-I-J,M79,H
A-B-C-E-F-H-I-J,M80,I
A-B-C-E-F-H-I-J,M81,B
A-B-C-E-F-H-I-J,M82,A
A-B-C-E-F-H-I-J,M85,J
A-B-C-E-F-H-I-J,M87,E
A-B-C-E-F-G-K-L,M74,C
A-B-C-E-F-G-K-L,M77,F
